stifness|diffusion|length
92.8571|0.0804694|10
98.7755|0.0804694|10
104.694|0.0804694|10
110.612|0.0804694|10
116.531|0.0804694|10
122.449|0.0804694|10
128.367|0.0804694|10
134.286|0.0804694|10
140.204|0.0804694|10
146.122|0.0804694|10
152.041|0.0804694|10
157.959|0.0804694|10
163.878|0.0804694|10
169.796|0.0804694|10
175.714|0.0804694|10
181.633|0.0804694|10
187.551|0.0804694|10
193.469|0.0804694|10
199.388|0.0804694|10
205.306|0.0804694|10
211.224|0.0804694|10
217.143|0.0804694|10
223.061|0.0804694|10
228.98|0.0804694|10
234.898|0.0804694|10
240.816|0.0804694|10
246.735|0.0804694|10
252.653|0.0804694|10
258.571|0.0804694|10
264.49|0.0804694|10
270.408|0.0804694|10
276.327|0.0804694|10
282.245|0.0804694|10
288.163|0.0804694|10
294.082|0.0804694|10
300|0.0804694|10
10|0.0819796|10
15.9184|0.0819796|10
21.8367|0.0819796|10
27.7551|0.0819796|10
33.6735|0.0819796|10
39.5918|0.0819796|10
45.5102|0.0819796|10
51.4286|0.0819796|10
57.3469|0.0819796|10
63.2653|0.0819796|10
69.1837|0.0819796|10
75.102|0.0819796|10
81.0204|0.0819796|10
86.9388|0.0819796|10
92.8571|0.0819796|10
98.7755|0.0819796|10
104.694|0.0819796|10
110.612|0.0819796|10
116.531|0.0819796|10
122.449|0.0819796|10
128.367|0.0819796|10
134.286|0.0819796|10
140.204|0.0819796|10
146.122|0.0819796|10
152.041|0.0819796|10
157.959|0.0819796|10
163.878|0.0819796|10
169.796|0.0819796|10
175.714|0.0819796|10
181.633|0.0819796|10
187.551|0.0819796|10
193.469|0.0819796|10
199.388|0.0819796|10
205.306|0.0819796|10
211.224|0.0819796|10
217.143|0.0819796|10
223.061|0.0819796|10
228.98|0.0819796|10
234.898|0.0819796|10
240.816|0.0819796|10
246.735|0.0819796|10
252.653|0.0819796|10
258.571|0.0819796|10
264.49|0.0819796|10
270.408|0.0819796|10
276.327|0.0819796|10
282.245|0.0819796|10
288.163|0.0819796|10
294.082|0.0819796|10
300|0.0819796|10
10|0.0834898|10
15.9184|0.0834898|10
21.8367|0.0834898|10
27.7551|0.0834898|10
33.6735|0.0834898|10
39.5918|0.0834898|10
45.5102|0.0834898|10
51.4286|0.0834898|10
57.3469|0.0834898|10
63.2653|0.0834898|10
69.1837|0.0834898|10
75.102|0.0834898|10
81.0204|0.0834898|10
86.9388|0.0834898|10
92.8571|0.0834898|10
98.7755|0.0834898|10
104.694|0.0834898|10
110.612|0.0834898|10
116.531|0.0834898|10
122.449|0.0834898|10
128.367|0.0834898|10
134.286|0.0834898|10
140.204|0.0834898|10
146.122|0.0834898|10
152.041|0.0834898|10
157.959|0.0834898|10
163.878|0.0834898|10
169.796|0.0834898|10
175.714|0.0834898|10
181.633|0.0834898|10
187.551|0.0834898|10
193.469|0.0834898|10
199.388|0.0834898|10
205.306|0.0834898|10
211.224|0.0834898|10
217.143|0.0834898|10
223.061|0.0834898|10
228.98|0.0834898|10
234.898|0.0834898|10
240.816|0.0834898|10
246.735|0.0834898|10
252.653|0.0834898|10
258.571|0.0834898|10
264.49|0.0834898|10
270.408|0.0834898|10
276.327|0.0834898|10
282.245|0.0834898|10
288.163|0.0834898|10
294.082|0.0834898|10
300|0.0834898|10
10|0.085|10
15.9184|0.085|10
21.8367|0.085|10
27.7551|0.085|10
33.6735|0.085|10
39.5918|0.085|10
45.5102|0.085|10
51.4286|0.085|10
57.3469|0.085|10
63.2653|0.085|10
69.1837|0.085|10
75.102|0.085|10
81.0204|0.085|10
86.9388|0.085|10
92.8571|0.085|10
98.7755|0.085|10
104.694|0.085|10
110.612|0.085|10
116.531|0.085|10
122.449|0.085|10
128.367|0.085|10
134.286|0.085|10
140.204|0.085|10
146.122|0.085|10
152.041|0.085|10
157.959|0.085|10
163.878|0.085|10
169.796|0.085|10
175.714|0.085|10
181.633|0.085|10
187.551|0.085|10
193.469|0.085|10
199.388|0.085|10
205.306|0.085|10
211.224|0.085|10
217.143|0.085|10
223.061|0.085|10
228.98|0.085|10
234.898|0.085|10
240.816|0.085|10
246.735|0.085|10
252.653|0.085|10
258.571|0.085|10
264.49|0.085|10
270.408|0.085|10
276.327|0.085|10
282.245|0.085|10
288.163|0.085|10
294.082|0.085|10
300|0.085|10
